cid,course name,subject
HIST369,The Politics of Decolonization,HIST
HLTH471,Psychopharmacology,HLTH
INDEV387,Global Cities in Global Development,INDEV
INTEG375,Special Topics in Knowledge Integration,INTEG
KIN402,Environmental Physiology,KIN
KIN403,Occupational Physiology,KIN
KIN414,Clinical Exercise Physiology,KIN
KIN418,Physical Activity and Aging,KIN
LAT201,Intermediate Latin,LAT
LS201,Women and the Law,LS
LS236,Law and Society in the Middle Ages,LS
LS286,Law in Popular Culture,LS
ME400B,Seminar,ME
ME401,Law for the Professional Engineer,ME
MSCI300B,Seminar,MSCI
MUSIC217,Music Ensemble,MUSIC
MUSIC245,World Music,MUSIC
MUSIC255,The Romantic Century: Beethoven and Beyond,MUSIC
MUSIC316,Music Ensemble,MUSIC
NE302,Nanotechnology Engineering Practice,NE
NE455C,Nanobiosystems Laboratory 2,NE
PACS302,Special Topics in Peace and Conflict Studies 2,PACS
PACS323,Negotiation: Theories and Strategies,PACS
PHARM110,Systems Approach to the Study of the Human Body 1,PHARM
PHARM124,Pharmaceutics 1,PHARM
PHARM127,Professional Communication Skills in Pharmacy Practice,PHARM
PHIL200J,Aristotelian Logic,PHIL
PHIL207J,Philosophy and J.R.R. Tolkien,PHIL
PHIL284,Great Works: Modern,PHIL
PHIL315,Ethics and the Engineering Profession,PHIL
PHIL384,History of Modern Philosophy,PHIL
PHYS383,Medical Physics,PHYS
PHYS396,Biophysics of Imaging,PHYS
PHYS460A,Advanced Laboratory 1,PHYS
PHYS467,Introduction to Quantum Information Processing,PHYS
PSCI299,Political Science Beyond the Classroom,PSCI
PSYCH257R,Psychopathology,PSYCH
PSYCH318,Psychosexual Organization,PSYCH
PSYCH330,Criminal Profiling,PSYCH
PSYCH357,Psychology of Good,PSYCH
PSYCH372,Environmental Psychology,PSYCH
PSYCH398,Research in Memory,PSYCH
PSYCH420,An Introduction to Computational Neuroscience Methods,PSYCH
PSYCH470,Special Topics in Applied Psychology,PSYCH
REC105,Interdisciplinary Approaches to Leisure,REC
REC372,Special Topics in Leisure Studies 3,REC
REC383,Tourism Impacts - International Perspectives,REC
REES272,Russian Thought and Culture,REES
RS123,Monsters and Magic in Japanese Popular Culture,RS
RS280,Cults and New Religious Movements,RS
RUSS102,Elementary Russian 2,RUSS
SDS311R,Indigenous Peoples and Canadian Public Policy,SDS
SDS350R,Adult Life Crises and Events,SDS
SDS400R,Comparative Social Policy,SDS
SE499,Project,SE
SI131R,Arab Culture,SI
SOC207,Sociology of Education,SOC
SOC210,Sociology of Sport,SOC
SOC221,Research Methods,SOC
SPAN301A,Spanish in Context 1,SPAN
SPAN301B,Spanish in Context 2,SPAN
SPCOM325,Organizational Communication,SPCOM
SPCOM401,Advanced Gender and Sexuality in Communication,SPCOM
SYDE334,Applied Statistics,SYDE
SYDE384,Biological and Human Systems,SYDE
SYDE433,Conflict Resolution,SYDE
AVIA417,Aviation Safety,AVIA
AFM345,Business Applications of Social Media Analytics,AFM
ECON424,Machine Learning in Economics,ECON
BIOL251,Fundamentals of Ecology,BIOL
AFM444,Business Analytics Project Management,AFM
AMATH453,Partial Differential Equations 2,AMATH
AMATH475,Introduction to General Relativity,AMATH
AMATH740,Numerical Analysis,AMATH
ANTH233,Inuit Cultures,ANTH
ARTS490,Fourth-Year Topics in Arts Disciplines,ARTS
BIOL458,Quantitative Ecology,BIOL
BIOL472,Cell Biology of Human Disease,BIOL
BIOL475,Current Topics in Microbiology,BIOL
BME401,Seminar,BME
CHEM381,Bioorganic Chemistry,CHEM
COMM421,Financial Statement Analysis,COMM
CS398,Topics in Computer Science,CS
DRAMA101B,Introduction to the Theatre 2,DRAMA
DUTCH102,Elementary Dutch 2,DUTCH
EARTH461,Near-Surface Geophysics,EARTH
ECE451,Software Requirements Specification and Analysis,ECE
ECE477,Photonic Devices and Systems,ECE
ECE492B,Engineering Design Symposium,ECE
ECE750,Special Topics in Computer Software,ECE
ECON351,Labour Economics,ECON
ECON483,Special Topics,ECON
ENBUS311,Green Marketing,ENBUS
ENBUS410,Engaging Stakeholders,ENBUS
ENGL208H,Arthurian Legend,ENGL
ENGL210I,Legal Writing,ENGL
ENGL346R,Global Asian Diasporas,ENGL
ENGL362,Shakespeare 1,ENGL
ENVE225,Environmental Modelling,ENVE
ENVE292,Economics for Environmental Engineering,ENVE
FR292,French Civilization 2,FR
FR300A,Advanced Spoken French,FR
FR473,Aspects of French Canada,FR
GBDA229,Hybrid Digital Media,GBDA
GBDA401,Cross-Cultural Digital Business 1,GBDA
GENE167,Introduction to Methods of Electrical and Computer Engineering,GENE
GENE404,Interdisciplinary Design Project 2,GENE
GEOG300,Geomorphology and the Southern Ontario Environment,GEOG
GEOG333,Recreation Geography,GEOG
GEOG394,Approaches to Research in Physical Geography,GEOG
GEOG404,Soil Ecosystem Dynamics,GEOG
GERON218,Psychology of Death and Dying,GERON
HIST212,The Computing Society,HIST
HIST235,History of Christianity,HIST
HIST256,Murder in Canadian History,HIST
HIST257,The United States Through the Civil War Era,HIST
HIST260,Medieval Europe c.300-c.1500,HIST
HLTH421,Nutritional Aspects of Chronic Disease,HLTH
HUMSC102,Great Dialogues: Politics and Morality,HUMSC
INTEG440,Computational Social Science,INTEG
JAPAN272R,Japanese Culture and Society,JAPAN
KIN391,Research Apprenticeship,KIN
KIN425,Biomechanical Modelling,KIN
KIN431,Research Proposal,KIN
KOREA272R,Korean Culture and Society,KOREA
LAT202,Selections from Latin Authors,LAT
LS319,Negotiation: Theories and Strategies,LS
LS327,Policing in a Democratic Society,LS
LS330,Special Topics in Legal Studies,LS
LS342,Migration and Legality,LS
LS402,Perspectives on Legal Authority and Subjectivity,LS
LS403,Socio-Legal Responses to Crime,LS
LS496,Special Topics in Legal Studies,LS
MNS321,Electrical and Optical Properties of Materials,MNS
MSCI400A,Seminar,MSCI
MSCI543,Analytics and User Experience,MSCI
MUSIC260,The Symphony,MUSIC
MUSIC370,Music Theory 3 (19th Century),MUSIC
NE454B,Nano-instrumentation Laboratory 1,NE
PHIL200A,Great Works of Western Philosophy: Part 1,PHIL
PHIL255,Philosophy of Mind,PHIL
PHIL319J,Ethics of End-of-Life Care,PHIL
PHYS393,Physical Optics,PHYS
PHYS468,Introduction to the Implementation of Quantum Information Processing,PHYS
PMATH367,Topology,PMATH
PMATH432,First Order Logic and Computability,PMATH
PSCI255,Political Economy of Rich Countries,PSCI
PSCI359,Politics of South Asia,PSCI
PSYCH350,Political Psychology,PSYCH
PSYCH352,Culture and Psychology,PSYCH
PSYCH392,Research in Human Cognitive Neuroscience,PSYCH
REC218,Social Entrepreneurship for Change,REC
REC334,Introduction to Park Management,REC
REC351,Therapeutic Recreation Facilitation Techniques,REC
REC361,Aging and Leisure,REC
REC380,Tourism Analysis,REC
REES271,Russian Thought and Culture,REES
RS152,Introduction to Christian Theology,RS
RS266,Death and Dying,RS
RS353,War and Peace in Christian Theology,RS
SDS353R,The Evolution of Family Law in Canadian Society,SDS
SI102R,Introduction to Arabic 2,SI
SMF306,Intimate Relationships,SMF
SOC120R,Fundamentals of Sociology,SOC
SOC205,Social Problems,SOC
SOC352,Sociology of Aging,SOC
SOC355J,Power and Parenting,SOC
SOC383,Ethnomethodology in Theory and Practice,SOC
SOC417,Sociology of Higher Education,SOC
SOCWK365R,Social Work in Health Care,SOCWK
SPCOM431,Crisis Communication,SPCOM
STAT454,Sampling Theory and Practice,STAT
SYDE402,Seminar,SYDE
SYDE544,Biomedical Measurement and Signal Processing,SYDE
SYDE552,Computational Neuroscience,SYDE
WS206,Women and the Law,WS
WS207,Women and Entrepreneurship,WS
HLTH427,Dementia Care,HLTH
BUS473W,Investment Management (WLU),BUS
SYDE548,User Centred Design Methods,SYDE
SYDE584,Physiological Systems and Biomedical Design,SYDE
PHIL321J,The Philosophy of Palliative Care,PHIL
CHE225,Strategies for Process Improvement and Product Development,CHE
RS228,Big Ideas of the Bible,RS
MTHEL206,Introduction to Mathematics Education,MTHEL
GSJ222,Gender Issues,GSJ
GSJ371,Special Topics in Gender and Social Justice,GSJ
HLTH358,Social Neuroscience 1: Mental Health and Addiction,HLTH
BME588,Special Topics in Biomechanics,BME
HLTH392,Mental Health Systems and Policy,HLTH
GSJ260,Social Determinants of Health,GSJ
EARTH355,Water: Data to Decisions,EARTH
BET360,Design Frameworks for Social Ventures,BET
ME574,Engineering Biomechanics,ME
SCI266,Ancient Science,SCI
CS453,Software and Systems Security,CS
MTE182,Dynamics,MTE
ACC611,External Reporting with Integration,ACC
ACC690,Topics in Accounting,ACC
ACTSC433,Analysis of Survival Data,ACTSC
AFM416,Special Topics in Finance,AFM
AFM473,Advanced Topics in Corporate Finance,AFM
AFM501,Contemporary Issues in Assurance and Accounting,AFM
AFM502,Control Systems in a Computer Environment,AFM
AFM503,Issues and Problems in Accounting Practice,AFM
AMATH383,Introduction to Mathematical Biology,AMATH
AMATH463,Fluid Mechanics,AMATH
AMATH731,Applied Functional Analysis,AMATH
AMATH741,Numerical Solution of Partial Differential Equations,AMATH
ANTH321,Archaeology of Complex Cultures,ANTH
ANTH365,Human Evolution,ANTH
ARCH260,Principles of Structures,ARCH
ARCH272,Interior Environments: Acoustics and Lighting,ARCH
AVIA270,Remotely Piloted Aircraft Systems (RPAS) Knowledge Requirements,AVIA
BIOL364,Mathematical Modelling in Biology,BIOL
BIOL366,Introduction to Bioinformatics,BIOL
BIOL457,Analysis of Communities,BIOL
BIOL476,Systems Neuroscience: From Neurons to Behaviour,BIOL
BIOL477L,Techniques in Animal Physiology,BIOL
BME353L,Control Systems Laboratory,BME
CHE572,Air Pollution Control,CHE
CHEM494A,Research Project,CHEM
CHINA302R,Third-Year Chinese 2,CHINA
CIVE306,Solid Mechanics 3,CIVE
CIVE497,Special Topics in Civil Engineering,CIVE
CIVE505,Structural Dynamics,CIVE
CLAS242,Survey of Roman Art and Architecture,CLAS
CLAS327,Astrology and Magic,CLAS
CMW201,Worship Practicum 1,CMW
CO327,Deterministic OR Models (Non-Specialist Level),CO
CO739,Topics in Combinatorics,CO
CO749,Topics in Graph Theory,CO
COMM431,Project Management,COMM
CROAT102,Elementary Croatian 2,CROAT
CS860,Advanced Topics in Algorithms and Complexity,CS
DAC302,Digital Storytelling Design,DAC
DAC305,Designing and Evaluating Digital Games,DAC
EARTH322,Ecohydrology,EARTH
EARTH459,Chemical Hydrogeology,EARTH
EASIA275R,Religion and Japanese Film,EASIA
ECE100,Fundamentals of Electrical Engineering,ECE
ECE104,Numerical Methods,ECE
ECE354,Real-time Operating Systems,ECE
ECE404,Geometrical and Physical Optics,ECE
ECE428,Computer Networks and Security,ECE
ECE456,Database Systems,ECE
ECE636,Advanced Analog Integrated Circuits,ECE
ECE686,Filtering and Control of Stochastic Linear Systems,ECE
ECON256,Introduction to Health Economics,ECON
ECON311,Mathematical Economics,ECON
ECON408,Business Cycles,ECON
ECON443,Advanced Public Economics,ECON
ECON451,Law and Economics,ECON
ECON484,Special Topics,ECON
EMLS104R,Reading and Listening for Academic Purposes,EMLS
ENGL208G,Gothic Monsters,ENGL
ENGL304,Designing Digital Sound,ENGL
ENGL306G,Critical Discourse Analysis,ENGL
ENGL320,History and Theory of Pre-Internet Media,ENGL
ENGL363,Shakespeare 2,ENGL
ENVE573,Contaminant Transport,ENVE
ENVE577,Engineering for Solid Waste Management,ENVE
ERS265,Water: Environmental History and Change,ERS
ERS318,Photography for Sustainability,ERS
ERS320,Economics and Sustainability,ERS
ERS365,Water Governance,ERS
ERS484,Soil Ecosystem Dynamics,ERS
FINE222,Principles of Sculpture,FINE
FINE228,Design and Imaging,FINE
FR424,16th-Century French Literature,FR
FR452,Advanced French Language,FR
GENE397,Engineering Study Abroad,GENE
GENE499,Special Topics in Fourth-Year Engineering,GENE
GEOG323,Tourism Impacts - International Perspectives,GEOG
GEOG411,The Digital Economy,GEOG
GEOG420,Ice Sheets and Glaciers,GEOG
GER211,Contemporary German Language and Culture,GER
HIST209,Smallpox to Medicare: Canadian Medical History,HIST
HIST210,History of Ancient Law,HIST
HIST225,History of Education in Canada,HIST
HIST389,Canada in World Affairs,HIST
HIST391,Special Topics in History,HIST
HLTH218,Psychology of Death and Dying,HLTH
INTEG210,Making Collaboration Work,INTEG
ISS150R,Lifespan Processes: The Normal Events,ISS
ITAL201,Intermediate Italian 1,ITAL
KIN307,Methods in Biochemical and Physiological Research,KIN
KIN342,Nutrition and Aging,KIN
KIN453,Applied Sport Psychology,KIN
KOREA202R,Second-Year Korean 2,KOREA
KOREA301R,Third-Year Korean 1,KOREA
LS273,Children's Rights in Canada,LS
LS328,Trafficking and Financial Crime,LS
ME215,Structure and Properties of Materials,ME
ME452,HVAC Load Analysis and Design Fundamentals,ME
ME524,Advanced Dynamics and Vibrations,ME
ME557,Combustion 1,ME
ME563,Turbomachines,ME
MEDVL115,Crusading in the Middle Ages,MEDVL
MSCI421,Strategic Management of Technology,MSCI
MSCI433,Applications of Management Engineering,MSCI
MSCI491,Work-term Report,MSCI
MTE546,Multi-sensor Data Fusion,MTE
MTE598,Special Topics in Mechatronics Engineering: Hardware Systems,MTE
MUSIC222,Conducting 1,MUSIC
MUSIC232,Music as a Global Phenomenon,MUSIC
MUSIC390,Special Topics in Music,MUSIC
NE409,Nanosystems Design Project and Symposium,NE
NE452,Special Topics in Nanoscale Simulations,NE
PACS325,Refugees and Forced Migration,PACS
PHIL209,Philosophy in Literature,PHIL
PHIL210J,Human Nature,PHIL
PHIL252,Quantum Mechanics for Everyone,PHIL
PHIL283,Great Works: Ancient and Medieval,PHIL
PHIL363,Philosophy of Language,PHIL
PHIL371,Special Topics,PHIL
PHYS246,Physical Optics,PHYS
PHYS437A,Research Project,PHYS
PHYS444,Introduction to Particle Physics,PHYS
PHYS461,Nanophysics,PHYS
PMATH440,Analytic Number Theory,PMATH
PORT102,Introduction to Portuguese 2,PORT
PSCI355,Russia and its Neighbours,PSCI
PSYCH236,A Psychological Analysis of Human Sexuality,PSYCH
PSYCH308,Psychology of Reading,PSYCH
PSYCH314,Cognitive Development,PSYCH
PSYCH323R,Psychopathology,PSYCH
PSYCH335,Developmental Neuropsychology,PSYCH
PSYCH342,The Psychology of Groups and Teams,PSYCH
PSYCH355,Intergroup Relations,PSYCH
PSYCH447,Seminar in Cognitive Science,PSYCH
PSYCH457,Honours Seminar in Personality and Clinical Psychology,PSYCH
PSYCH464,Advanced Research Apprenticeship,PSYCH
REC253,Practicum in Therapeutic Recreation,REC
REC362,Sociology of Aging,REC
REC480,Advanced Seminar in Tourism Development,REC
REES260,Special Topics,REES
RS101,Introductory Ancient Greek 1,RS
RS210,Judaism,RS
RS216,Islam,RS
RS255,Roman Catholicism,RS
RS270R,Religion in Popular Film,RS
RS357,The Church's Song,RS
SCI395,Science Study Abroad Program,SCI
SDS231R,Introduction to Social Policy Processes,SDS
SDS240R,Art and Society,SDS
SDS354R,Values and Contemporary Families,SDS
SDS367R,Aging and Social Development,SDS
SDS440R,Optimal Living,SDS
SDS441R,Popular Culture and Social Change in the Radical Imagination,SDS
SDS450R,Senior Seminar in Special Topics,SDS
SDS496R,Applied Apprenticeship in Social Development Studies,SDS
SI231R,Calligraphy to Conceptual Art: Text as an Image in Islamic and East Asian Visual Arts,SI
SOC240,Terrorism,SOC
SOC253,Demographic Change in Canada,SOC
SOC334,Public Policy,SOC
SPAN228,Introduction to Latin American Literature,SPAN
SPCOM102,Introduction to Performance,SPCOM
SPCOM432,Conflict Management,SPCOM
STAT437,Statistical Methods for Life History Analysis,STAT
STV306,Biotechnology and Society,STV
SYDE302,Seminar,SYDE
BIOL451,Advanced Ecology and Evolution,BIOL
AVIA416,Aviation Sustainability,AVIA
SYDE532,Introduction to Complex Systems,SYDE
CHINA401R,Introduction to Classical Chinese 1,CHINA
NE488,Biomaterials and Biomedical Design,NE
SPCOM201,Introduction to Gender and Sexuality in Communication,SPCOM
PHIL262J,Postmodernist Philosophy,PHIL
NE487,Microfluidic and Nanobiotechnological Systems,NE
PLAN211,Design Studio Foundations,PLAN
SCI252,Quantum Mechanics for Everyone,SCI
MOHAWK101R,Mohawk Language 1,MOHAWK
AE377,Structural Timber Design,AE
NE486,Biosensors,NE
THPERF243,Technical Production 1,THPERF
RS270,Religion in Popular Film,RS
ENBUS304,Circular Economy,ENBUS
CO431,Symmetric Functions,CO
HLTH455,Disease Mapping and Geographic Information Systems,HLTH
KIN360,Concussion,KIN
SFM102,Sustainability Economics,SFM
ENGL200C,English Literatures 3,ENGL
COMMST101,Theories of Communication,COMMST
CO432,Information Theory and Applications,CO
MTE252,Linear Systems and Signals,MTE
ACC606,Business Valuations,ACC
ACC610,Public Accounting Practice,ACC
ACC623,Business Technology Law,ACC
ACC650,Assurance and Governance,ACC
ACC680,Systems and Analysis for Management Decision-making,ACC
ACC685,Performance Management,ACC
ACINTY610,Academic Integrity Module,ACINTY
ACINTY640,Academic Integrity Module,ACINTY
AMATH477,Stochastic Processes for Applied Mathematics,AMATH
ANTH300,Practicing Anthropology,ANTH
ANTH303,Anthropology of Digital Media,ANTH
ANTH305,Paleopathology of Health and Disease,ANTH
ANTH320,Hunter-Gatherer Archaeology,ANTH
ANTH348,Anthropology of Tourism,ANTH
ANTH377,Dental Anthropology,ANTH
ANTH389,Special Topics in Anthropology,ANTH
ARCH293,Design Studio,ARCH
ARTS290,Second-Year Topics in Arts Disciplines,ARTS
ARTS366,Arts Study Abroad,ARTS
BET450,Leadership,BET
BIOL321,Plant Anatomy and Morphogenesis,BIOL
BIOL323,Plant Physiology,BIOL
BIOL452,Quantitative Fisheries Biology,BIOL
BIOL456,Population Biology,BIOL
BIOL489,Arctic Ecology,BIOL
CHE514,Fundamentals of Petroleum Production,CHE
CHEM239,Introduction to Biological Systems,CHEM
CHEM339,Methods and Tools for Biosyntheses,CHEM
CHINA272R,Chinese Culture and Society,CHINA
CHINA301R,Third-Year Chinese 1,CHINA
CIVE401,Civil Engineering Design Project 2,CIVE
CIVE415,Structural System Design,CIVE
CLAS210,History of Ancient Law,CLAS
CLAS241,Survey of Greek Art and Architecture,CLAS
CLAS486,Senior Seminar,CLAS
CMW202,Worship Practicum 2,CMW
COGSCI600,Seminar in Cognitive Science,COGSCI
CS487,Introduction to Symbolic Computation,CS
CS761,Randomized Algorithms,CS
CS763,Computational Geometry,CS
DRAMA221,Performing Text,DRAMA
EASIA205R,Religions of East Asia,EASIA
EASIA220R,The History of East Asian Communities in Canada,EASIA
EASIA277R,International Relations of East Asia,EASIA
EASIA302R,Chinese Foreign Policy Since 1949,EASIA
ECE433,Fabrication Technologies for Micro and Nano Devices,ECE
ECE610,Broadband Communication Networks,ECE
ECE630,Physics and Models of Semiconductor Devices,ECE
ECE642,Radio Frequency Integrated Circuit Design,ECE
ECE654,Software Reliability Engineering,ECE
ECE682,Multivariable Control Systems,ECE
ECE730,Special Topics in Solid State Devices,ECE
ECE760,Special Topics in Power Systems and High Voltage Engineering,ECE
ECON341,Public Economics: Expenditure,ECON
ECON366,Gender and Economics,ECON
ECON491,Advanced Microeconomics,ECON
ENBUS375,Special Topics in Environment and Business,ENBUS
ENGL108B,Global English Literatures,ENGL
ENGL408A,Writing for the Media,ENGL
ENGL408B,The Discourse of Advertising,ENGL
ENGL409A,Rhetoric of Argumentation,ENGL
ENVE430,Environmental Engineering Project 1,ENVE
ENVE583,Design of Urban Water Systems,ENVE
ENVS433,Ecotourism and Communities,ENVS
ERS225,Gendering Environmental Politics,ERS
ERS294,The Sacred Earth: Religion and Ecology,ERS
ERS401,Translational Ecology,ERS
ERS402,Senior Honours Research Seminar,ERS
ERS431,Ecological Consequences of Climate Change,ERS
FINE212,Renaissance Art: 1300-1500,FINE
FINE243,Topics in Fine Arts Experiential Learning,FINE
FR471,Francophone Literatures in Canada,FR
GEOE224,Probability and Statistics,GEOE
GEOE280,Fluid Mechanics,GEOE
GEOG409,Energy Balance Climatology,GEOG
GEOG483,Civic Technology and Digital Infrastructures,GEOG
GER303,Interactive German Language and Culture,GER
GER334,Exploring German Literature,GER
GRK201,Intermediate Greek,GRK
HIST203,Methods of Public History,HIST
HIST227,The French Revolution and Napoleonic Europe,HIST
HIST359,Fascism Beyond Germany,HIST
JS130,Power and Corruption in the Bible (Old Testament),JS
JS203,Jewish Responses to the Holocaust,JS
JS215,Visions of Israel in Judaism: From Biblical to Modern Times,JS
KIN326,Forensic Biomechanics,KIN
KIN432,Research Project,KIN
KIN433,Senior Essay,KIN
KIN472,Directed Study in Special Topics,KIN
LS237,Canadian Legal History,LS
LS306,Juvenile Justice,LS
LS326,Punishment and Society,LS
LS428,Sentencing as a Social Process,LS
ME562,Experimental Methods in Fluids,ME
ME571,Air Pollution,ME
ME760,Special Topics in Thermal Engineering,ME
MSCI435,Advanced Optimization Techniques,MSCI
MSCI603,Principles of Operations Research,MSCI
MSCI605,Organizational Behaviour,MSCI
MSCI609,Quantitative Data Analysis for Management Sciences,MSCI
MUSIC261,Opera,MUSIC
MUSIC363,The Church's Song,MUSIC
NE499,Special Topics in Nanostructured Materials,NE
PACS313,Community Conflict Resolution,PACS
PACS332,Ethics of Peacebuilding,PACS
PHARM353,Entrepreneurship in Pharmacy,PHARM
PHIL204J,Philosophy and Culture,PHIL
PHIL206,Philosophy of Sport,PHIL
PHIL320,Topics in Value Theory,PHIL
PHIL331,Philosophy of Art,PHIL
PHIL402,Studies in Feminist Philosophy/Philosophy of Sex,PHIL
PHIL407,Studies in 19th- and 20th-Century Philosophy,PHIL
PHIL420,Studies in Ethics,PHIL
PHYS483,Advanced Therapeutic Concepts in Oncology and Medical Physics,PHYS
PHYS701,Quantum Mechanics 1,PHYS
PHYS785,Introduction to Quantum Field Theory for Cosmology,PHYS
PLAN351,Multivariate Statistics,PLAN
PMATH464,Introduction to Algebraic Geometry,PMATH
PMATH753,Functional Analysis,PMATH
PSCI254,The Political Documentary,PSCI
PSCI334,Public Policy,PSCI
PSCI402,Politics of International Trade,PSCI
PSYCH120R,Introductory Psychology I,PSYCH
PSYCH453,Honours Seminar in Developmental Psychology,PSYCH
RS213,Kabbalah: Jewish Mysticism,RS
RS220,Religion and Politics,RS
RS232,The Hebrew Prophets,RS
RS250,History of Christian Thought,RS
RS251,Catholic Social Thought,RS
RS283,Religion and Ethics,RS
RS342,Heresy and Religious Crises in Late Medieval Europe,RS
SDS358R,Child Maltreatment: Identification and Prevention,SDS
SI250R,The History of Islamic Civilization from Late Antiquity to 1300,SI
SI251R,The History of Islamic Civilization from 1300-1800: The Islamic Gunpowder Empires,SI
SMF212,Navigating Sexuality and Relationships in Mid/Later Life,SMF
SMF305,Social Issues and Controversies in Human Sexuality,SMF
SMF308,Relational Therapy,SMF
SMF311,Communication and Counselling Skills,SMF
SOC261,Religion in America,SOC
SOC304,Media and Crime,SOC
SOC326,Punishment and Society,SOC
SOC418,Social Theory and Popular Culture,SOC
SOC431,Science as Practice and Culture,SOC
SPAN218,Parallel Revolutions in a Nascent Continent,SPAN
SPAN290,Approaches to Translation,SPAN
STAT435,Statistical Methods for Process Improvements,STAT
STAT438,Advanced Methods in Biostatistics,STAT
STAT631,Introduction to Statistical Methods in Health Informatics,STAT
SWREN300R,Canadian Social Welfare Policy,SWREN
SWREN414R,Interviewing and Assessment in Social Work Practice,SWREN
SWREN422R,Macro Practice: Critical Considerations of Community Organization,SWREN
SWREN423R,Social Work Knowledge and Skills for Diverse Group Work Practice,SWREN
SYDE673,Video Processing and Analysis,SYDE
SYDE780,Selected Topics in Engineering Sciences,SYDE
SVENT225P,Fundamentals of Social Innovation and Social Entrepreneurship,SVENT
SVENT325P,Leading a social venture,SVENT
BUS491W,Business Policy 2 (WLU),BUS
BUS461AW,Computational Case Analysis (WLU),BUS
SDS410R,Queer and Trans Studies,SDS
PHYS349,Advanced Computational Physics,PHYS
GER330,Infamous Lovers,GER
GSJ410,Eighteenth-Century Women Writers,GSJ
HIST322,Global History of the Detention Camp,HIST
GSJ472,Special Topics in Intersectional Feminist Theory,GSJ
SOC436,Alcohol and Well-Being,SOC
AE300,Architectural Engineering Studio 1,AE
THPERF149,Introduction to Critical Design Practices,THPERF
GSJ380,Applied Public Health Ethics,GSJ
THPERF220,Performance Studies,THPERF
ENVS210,Future Studies,ENVS
KIN455,Brain and Behavioural Development,KIN
SPAN317,Afro-Latin America,SPAN
BLKST101,Foundations of Black Studies,BLKST
GEOG357,River Management,GEOG
ENGL225,Introduction to Anti-Racist Communication,ENGL
BIOL220,Introduction to Plant Structure and Function,BIOL
COMMST490,Selected Seminars in Speech Communication,COMMST
CHINA180R,Conversational Chinese,CHINA
COMMST434,The Discourse of Dissent,COMMST
GEOG457,Wildfire and Landscape Change,GEOG
BME530,The Healthcare System,BME
COMMST435,Games and Culture,COMMST
LS350,Love and the Law,LS
COMMST475,Communication Ethics,COMMST
AMATH445,Scientific Machine Learning,AMATH
MSE442,Impact of Information Systems on Organizations and Society,MSE
MSE251,Probability and Statistics 1,MSE
MSE240,Algorithms and Data Structures,MSE
SYDE577,Deep Learning,SYDE
PSYCH352R,Culture and Psychology,PSYCH
MSE311,Organizational Design and Technology,MSE
MSE271,Advanced Calculus and Numerical Methods,MSE
AFM417,Special Topics in Accounting,AFM
ECON472,Senior Honours Essay,ECON
